sku,matched_part_number,source,image_url,local_path,status,notes
6PK1980 6K1980 008997739264 12605208,6PK1980,rockauto,https://www.rockauto.com/info/147/6PK1980_VIEW 10__ra_m.jpg,output/belt_images/6PK1980/rockauto.jpg,success,
6PK2020 6K2020 7B0903137C 93181720,6PK2020,rockauto,https://www.rockauto.com/info/147/6PK2020_VIEW 10__ra_m.jpg,output/belt_images/6PK2020/rockauto.jpg,success,
6PK2030 6K2030,6PK2030,rockauto,https://www.rockauto.com/info/560/6PK2030_primary__ra_m.jpg,output/belt_images/6PK2030/rockauto.jpg,success,
nan,NAN,rockauto,https://www.rockauto.com/info/13/13_NATIONAL SEAL_1966_1__ra_m.jpg,output/belt_images/NAN/rockauto.jpg,success,
04L115264,,,,,not_found,Tried 1 numbers with no match
nan,NAN,rockauto,https://www.rockauto.com/info/13/13_NATIONAL SEAL_1966_1__ra_m.jpg,output/belt_images/NAN/rockauto.jpg,success,
6PK720 6K720 6PK0720 6K0720 99919229050,6PK720,rockauto,https://www.rockauto.com/info/147/6PK720_VIEW 10__ra_m.jpg,output/belt_images/6PK720/rockauto.jpg,success,
6PK894 6K894 11287604014,6PK894,rockauto,https://www.rockauto.com/info/147/6PK894_VIEW 3__ra_m.jpg,output/belt_images/6PK894/rockauto.jpg,success,
6PK923 6K923 6PK0923 6K0923 028903137AM,6PK923,rockauto,https://www.rockauto.com/info/147/6PK923_VIEW 10__ra_m.jpg,output/belt_images/6PK923/rockauto.jpg,success,
6PK976 6K976 6PK0976 6K0976 037903137G,6PK976,rockauto,https://www.rockauto.com/info/147/6PK976_VIEW 10__ra_m.jpg,output/belt_images/6PK976/rockauto.jpg,success,
6PK1026 6K1026 04L260849C,6PK1026,rockauto,https://www.rockauto.com/info/147/6PK1026_VIEW 3__ra_m.jpg,output/belt_images/6PK1026/rockauto.jpg,success,
6PK1033 6K1033 11287518250,6PK1033,rockauto,https://www.rockauto.com/info/147/6PK1033_VIEW 10__ra_m.jpg,output/belt_images/6PK1033/rockauto.jpg,success,
6PK1045 6K1045 028903137BB,6PK1045,rockauto,https://www.rockauto.com/info/147/6PK1045_VIEW 10__ra_m.jpg,output/belt_images/6PK1045/rockauto.jpg,success,
6PK1050 6K1050 03G903137B,6PK1050,rockauto,https://www.rockauto.com/info/147/6PK1050_VIEW 10__ra_m.jpg,output/belt_images/6PK1050/rockauto.jpg,success,
6PK1080 6K1080 11281736719,6PK1080,rockauto,https://www.rockauto.com/info/147/6PK1080_VIEW 10__ra_m.jpg,output/belt_images/6PK1080/rockauto.jpg,success,
6PK1100 6K1100 06J260849F,6PK1100,rockauto,https://www.rockauto.com/info/147/6PK1100_VIEW 10__ra_m.jpg,output/belt_images/6PK1100/rockauto.jpg,success,
6PK1120 6K1120 06J260849D,6PK1120,rockauto,https://www.rockauto.com/info/147/6PK1120_VIEW 10__ra_m.jpg,output/belt_images/6PK1120/rockauto.jpg,success,
13X900 063903137 84013300089 047260849 8339939,13X900,rockauto,https://www.rockauto.com/info/147/08256_VIEW 2__ra_m.jpg,output/belt_images/13X900/rockauto.jpg,success,
13X910 0059977692,13X910,rockauto,https://www.rockauto.com/info/147/08256_VIEW 2__ra_m.jpg,output/belt_images/13X910/rockauto.jpg,success,
13X915 034260849,13X915,rockauto,https://www.rockauto.com/info/147/08256_VIEW 2__ra_m.jpg,output/belt_images/13X915/rockauto.jpg,success,
13X940 13X938 ERC675 979277,13X938,rockauto,https://www.rockauto.com/info/147/08256_VIEW 2__ra_m.jpg,output/belt_images/13X938/rockauto.jpg,success,
13X950 977731 999 192 306 50,13X950,rockauto,https://www.rockauto.com/info/147/08256_VIEW 2__ra_m.jpg,output/belt_images/13X950/rockauto.jpg,success,
13X960 0049970592 EAC3878,13X960,rockauto,https://www.rockauto.com/info/147/08256_VIEW 2__ra_m.jpg,output/belt_images/13X960/rockauto.jpg,success,
13X968 11721312977,,,,,not_found,Tried 2 numbers with no match
13X980 11231315357,13X980,rockauto,https://www.rockauto.com/info/147/08256_VIEW 2__ra_m.jpg,output/belt_images/13X980/rockauto.jpg,success,
13X985 611612,13X985,rockauto,https://www.rockauto.com/info/147/08256_VIEW 2__ra_m.jpg,output/belt_images/13X985/rockauto.jpg,success,
13X992 13X990 035260849C,13X990,rockauto,https://www.rockauto.com/info/147/08256_VIEW 2__ra_m.jpg,output/belt_images/13X990/rockauto.jpg,success,
13X1000 0039975092 99919228650,13X1000,rockauto,https://www.rockauto.com/info/147/08256_VIEW 2__ra_m.jpg,output/belt_images/13X1000/rockauto.jpg,success,
13X1025 99919212050,13X1025,rockauto,https://www.rockauto.com/info/147/08256_VIEW 2__ra_m.jpg,output/belt_images/13X1025/rockauto.jpg,success,
13X1030 0059976992,13X1030,rockauto,https://www.rockauto.com/info/147/08256_VIEW 2__ra_m.jpg,output/belt_images/13X1030/rockauto.jpg,success,
13X1035 4410B 4410 055260849E,4410,rockauto,https://www.rockauto.com/info/147/C2CC0156894131737236__ra_m.jpg,output/belt_images/4410/rockauto.jpg,success,
13X1040 11221706788 99919216051,13X1040,rockauto,https://www.rockauto.com/info/147/08256_VIEW 2__ra_m.jpg,output/belt_images/13X1040/rockauto.jpg,success,
13X1050 069145271,13X1050,rockauto,https://www.rockauto.com/info/147/08256_VIEW 2__ra_m.jpg,output/belt_images/13X1050/rockauto.jpg,success,
13X1060 973490,13X1060,rockauto,https://www.rockauto.com/info/147/08256_VIEW 2__ra_m.jpg,output/belt_images/13X1060/rockauto.jpg,success,
13X1075 978710 99919214650,13X1075,rockauto,https://www.rockauto.com/info/147/08256_VIEW 2__ra_m.jpg,output/belt_images/13X1075/rockauto.jpg,success,
13X1085 12311469263 99919236350,13X1085,rockauto,https://www.rockauto.com/info/147/08256_VIEW 2__ra_m.jpg,output/belt_images/13X1085/rockauto.jpg,success,
13X1100 90019202750,13X1100,rockauto,https://www.rockauto.com/info/147/08256_VIEW 2__ra_m.jpg,output/belt_images/13X1100/rockauto.jpg,success,
13X1155 9919225450,13X1155,rockauto,https://www.rockauto.com/info/147/08256_VIEW 2__ra_m.jpg,output/belt_images/13X1155/rockauto.jpg,success,
13X1184 969992,13X1184,rockauto,https://www.rockauto.com/info/147/08256_VIEW 2__ra_m.jpg,output/belt_images/13X1184/rockauto.jpg,success,
13X1050 069145271,13X1050,rockauto,https://www.rockauto.com/info/147/08256_VIEW 2__ra_m.jpg,output/belt_images/13X1050/rockauto.jpg,success,
13X1275 EAC3850 9382383,13X1275,rockauto,https://www.rockauto.com/info/147/08256_VIEW 2__ra_m.jpg,output/belt_images/13X1275/rockauto.jpg,success,
13X1350 0099976292,13X1350,rockauto,https://www.rockauto.com/info/147/08256_VIEW 2__ra_m.jpg,output/belt_images/13X1350/rockauto.jpg,success,
13X1400 977573,13X1400,rockauto,https://www.rockauto.com/info/147/08256_VIEW 2__ra_m.jpg,output/belt_images/13X1400/rockauto.jpg,success,
